t_entry,t_exit,dir,modelo,entry,exit,motivo,r,fecha
2026-06-24 13:01:00+00:00,2026-06-24 13:30:00+00:00,SHORT,MEC-A,3972.69,3979.775,Hedge,-0.1986318652050818,2026-06-24
2026-06-24 13:30:00+00:00,2026-06-24 13:32:00+00:00,BUY,MEC-A,3979.775,3993.3515,TP,0.9,2026-06-24
2026-06-25 13:01:00+00:00,2026-06-25 13:18:00+00:00,LONG,MEC-A,4027.86,4023.815,Hedge,-0.11336247968163346,2026-06-25
2026-06-25 13:18:00+00:00,2026-06-25 13:33:00+00:00,SELL,MEC-A,4023.815,4014.698,TP,0.9,2026-06-25
2026-06-26 13:18:00+00:00,2026-06-26 13:44:00+00:00,SHORT,MEC-A,4045.03,4062.235,Hedge,-0.8155961128229481,2026-06-26
2026-06-26 13:44:00+00:00,2026-06-26 13:58:00+00:00,BUY,MEC-A,4062.235,4077.6124000000004,TP,0.9,2026-06-26
2026-06-30 13:04:00+00:00,2026-06-30 13:09:00+00:00,BUY,MEC-A,4016.54,4023.5015000000003,TP,0.9,2026-06-30
2026-07-01 13:02:00+00:00,2026-07-01 13:17:00+00:00,SELL,MEC-A,4019.52,4029.14,SL,-1.0,2026-07-01
2026-07-01 13:17:00+00:00,2026-07-01 13:24:00+00:00,BUY,MEC-A,4030.13,4045.6145,TP,0.9,2026-07-01
2026-07-06 13:06:00+00:00,2026-07-06 13:14:00+00:00,LONG,MEC-A,4146.19,4141.32,Hedge,-0.5310796074155218,2026-07-06
2026-07-06 13:14:00+00:00,2026-07-06 13:23:00+00:00,SELL,MEC-A,4141.32,4148.5,SL,-1.0,2026-07-06
2026-07-06 13:34:00+00:00,2026-07-06 13:46:00+00:00,LONG,MEC-A,4149.19,4142.585,Hedge,-0.9154539154539518,2026-07-06
2026-07-06 13:46:00+00:00,2026-07-06 14:07:00+00:00,SELL,MEC-A,4142.585,4135.817000000001,TP,0.9,2026-07-06
2026-07-07 13:04:00+00:00,2026-07-07 13:20:00+00:00,SHORT,MEC-A,4165.82,4172.21,Hedge,-0.5059382422803066,2026-07-07
2026-07-07 13:20:00+00:00,2026-07-07 13:24:00+00:00,LONG,MEC-A,4172.21,4166.05,Hedge,-0.5082508250825009,2026-07-07
2026-07-07 13:24:00+00:00,2026-07-07 13:36:00+00:00,SELL,MEC-A,4166.05,4172.42,SL,-1.0,2026-07-07
2026-07-07 13:36:00+00:00,2026-07-07 13:51:00+00:00,LONG,MEC-A,4178.5,4170.69,Hedge,-0.5463448758307352,2026-07-07
2026-07-07 13:51:00+00:00,2026-07-07 13:56:00+00:00,SELL,MEC-A,4170.69,4161.7665,TP,0.9,2026-07-07
2026-07-09 13:08:00+00:00,2026-07-09 13:16:00+00:00,BUY,MEC-A,4116.56,4125.389000000001,TP,0.9,2026-07-09
2026-07-10 13:01:00+00:00,2026-07-10 13:04:00+00:00,BUY,MEC-A,4104.935,4099.27,SL,-1.0,2026-07-10
2026-07-10 13:09:00+00:00,2026-07-10 13:18:00+00:00,LONG,MEC-A,4105.83,4101.14,Hedge,-0.6652482269502806,2026-07-10
2026-07-10 13:18:00+00:00,2026-07-10 13:26:00+00:00,SELL,MEC-A,4101.14,4096.0775,TP,0.9,2026-07-10
2026-07-13 13:03:00+00:00,2026-07-13 13:28:00+00:00,SHORT,MEC-A,4061.805,4065.025,Hedge,-0.5371142618849156,2026-07-13
2026-07-13 13:28:00+00:00,2026-07-13 13:33:00+00:00,BUY,MEC-A,4065.025,4060.875,SL,-1.0,2026-07-13
2026-07-13 13:33:00+00:00,2026-07-13 13:49:00+00:00,SELL,MEC-A,4057.945,4050.574,TP,0.9,2026-07-13
2026-07-16 13:02:00+00:00,2026-07-16 13:24:00+00:00,SHORT,MEC-A,3978.8,3999.12,Hedge,-0.8590150073980101,2026-07-16
2026-07-16 13:24:00+00:00,2026-07-16 13:29:00+00:00,BUY,MEC-A,3999.12,4006.122,TP,0.9,2026-07-16
2026-07-20 13:31:00+00:00,2026-07-20 13:53:00+00:00,LONG,MEC-A,4013.38,4008.61,Hedge,-0.7553444180522472,2026-07-20
2026-07-20 13:53:00+00:00,2026-07-20 14:10:00+00:00,SELL,MEC-A,4008.61,4000.6270000000004,TP,0.9,2026-07-20
2026-07-21 13:09:00+00:00,2026-07-21 13:21:00+00:00,SELL,MEC-A,4057.69,4053.5095,TP,0.9,2026-07-21
2026-07-22 13:07:00+00:00,2026-07-22 13:09:00+00:00,SELL,MEC-A,4118.215,4120.74,SL,-1.0,2026-07-22
2026-07-22 13:09:00+00:00,2026-07-22 13:14:00+00:00,BUY,MEC-A,4121.285,4125.0244999999995,TP,0.9,2026-07-22
2026-07-23 13:01:00+00:00,2026-07-23 13:10:00+00:00,SELL,MEC-A,4055.88,4044.7515000000003,TP,0.9,2026-07-23
2026-07-24 13:05:00+00:00,2026-07-24 13:31:00+00:00,SHORT,MEC-A,4050.61,4049.725,Hedge,0.1116719242902522,2026-07-24
2026-07-24 13:31:00+00:00,2026-07-24 13:37:00+00:00,BUY,MEC-A,4049.725,4054.0045,TP,0.9,2026-07-24
2026-07-28 13:15:00+00:00,2026-07-28 13:22:00+00:00,SELL,MEC-A,4030.875,4035.66,SL,-1.0,2026-07-28
2026-07-28 13:29:00+00:00,2026-07-28 13:38:00+00:00,SELL,MEC-A,4029.115,4022.7609999999995,TP,0.9,2026-07-28
2026-07-29 13:03:00+00:00,2026-07-29 13:08:00+00:00,SELL,MEC-A,4019.87,4016.3105,TP,0.9,2026-07-29
2026-07-30 13:07:00+00:00,2026-07-30 13:37:00+00:00,BUY,MEC-A,4076.02,4085.7175,TP,0.9,2026-07-30
2026-07-31 13:05:00+00:00,2026-07-31 13:21:00+00:00,SHORT,MEC-A,4036.88,4039.575,Hedge,-0.2811684924360666,2026-07-31
2026-07-31 13:21:00+00:00,2026-07-31 13:22:00+00:00,BUY,MEC-A,4039.575,4043.832,TP,0.9,2026-07-31
2026-08-03 13:02:00+00:00,2026-08-03 13:17:00+00:00,SELL,MEC-A,4041.8,4037.4170000000004,TP,0.9,2026-08-03
2026-08-05 13:11:00+00:00,2026-08-05 13:18:00+00:00,SELL,MEC-A,4191.465,4186.263000000001,TP,0.9,2026-08-05
2026-08-06 13:04:00+00:00,2026-08-06 13:09:00+00:00,SELL,MEC-A,4252.395,4235.880000000001,TP,0.9,2026-08-06
2026-08-10 13:02:00+00:00,2026-08-10 13:11:00+00:00,SELL,MEC-A,4326.945,4335.72,SL,-1.0,2026-08-10
2026-08-10 13:11:00+00:00,2026-08-10 13:46:00+00:00,LONG,MEC-A,4336.92,4327.4,Hedge,-0.8802588996763743,2026-08-10
2026-08-10 13:46:00+00:00,2026-08-10 14:10:00+00:00,SHORT,MEC-A,4327.4,4325.97,Hedge,0.11349206349201113,2026-08-10
2026-08-10 14:10:00+00:00,2026-08-10 14:13:00+00:00,BUY,MEC-A,4325.97,4329.673500000001,TP,0.9,2026-08-10
2026-08-11 14:02:00+00:00,2026-08-11 14:16:00+00:00,SHORT,MEC-A,4385.34,4387.44,Hedge,-0.2205882352940713,2026-08-11
2026-08-11 14:16:00+00:00,2026-08-11 14:23:00+00:00,BUY,MEC-A,4387.44,4382.765,SL,-1.0,2026-08-11
2026-08-11 14:25:00+00:00,2026-08-11 14:34:00+00:00,SELL,MEC-A,4382.095,4390.345,SL,-1.0,2026-08-11
2026-08-14 13:03:00+00:00,2026-08-14 13:14:00+00:00,LONG,MEC-A,4378.775,4375.1849999999995,Hedge,-0.5813765182187155,2026-08-14
2026-08-14 13:14:00+00:00,2026-08-14 13:17:00+00:00,SELL,MEC-A,4375.1849999999995,4380.29,SL,-1.0,2026-08-14
2026-08-14 13:23:00+00:00,2026-08-14 13:35:00+00:00,BUY,MEC-A,4384.735000000001,4393.564000000001,TP,0.9,2026-08-14
2026-08-18 13:02:00+00:00,2026-08-18 13:04:00+00:00,SELL,MEC-B,4391.17,4397.030000000001,SL,-1.0,2026-08-18
2026-08-18 13:16:00+00:00,2026-08-18 13:30:00+00:00,SELL,MEC-A,4389.2,4381.743499999999,TP,0.9,2026-08-18
2026-08-19 13:07:00+00:00,2026-08-19 13:12:00+00:00,BUY,MEC-A,4432.33,4451.1714999999995,TP,0.9,2026-08-19
2026-08-20 13:01:00+00:00,2026-08-20 14:19:00+00:00,LONG,MEC-A,4483.705,4482.110000000001,Hedge,-0.049114703618147106,2026-08-20
2026-08-20 14:19:00+00:00,2026-08-20 14:21:00+00:00,SELL,MEC-A,4482.110000000001,4489.174999999999,SL,-1.0,2026-08-20
2026-08-20 14:23:00+00:00,2026-08-20 14:35:00+00:00,BUY,MEC-A,4491.43,4498.288000000001,TP,0.9,2026-08-20
2026-08-21 13:02:00+00:00,2026-08-21 13:33:00+00:00,LONG,MEC-A,4584.005,4577.16,Hedge,-0.33414693678302976,2026-08-21
2026-08-21 13:33:00+00:00,2026-08-21 13:37:00+00:00,SELL,MEC-A,4577.16,4586.92,SL,-1.0,2026-08-21
2026-08-21 13:37:00+00:00,2026-08-21 13:52:00+00:00,BUY,MER,4587.735000000001,4581.639999999999,SL,-1.0,2026-08-21
2026-08-24 13:01:00+00:00,2026-08-24 13:11:00+00:00,BUY,MEC-A,4666.045,4676.4130000000005,TP,0.9,2026-08-24
2026-08-25 13:07:00+00:00,2026-08-25 13:23:00+00:00,SELL,MEC-A,4628.98,4617.531999999998,TP,0.9,2026-08-25
2026-08-26 13:03:00+00:00,2026-08-26 13:16:00+00:00,SELL,MEC-A,4613.32,4601.5165,TP,0.9,2026-08-26
2026-08-27 13:06:00+00:00,2026-08-27 13:25:00+00:00,SHORT,MEC-A,4587.69,4589.745,Hedge,-0.2252054794520867,2026-08-27
2026-08-27 13:25:00+00:00,2026-08-27 13:32:00+00:00,BUY,MEC-A,4589.745,4583.12,SL,-1.0,2026-08-27
2026-08-27 13:32:00+00:00,2026-08-27 13:38:00+00:00,SELL,MEC-A,4583.505,4574.6265,TP,0.9,2026-08-27
